,name,code
1709,???,102280
1710,??????,003410
1711,?????,004920
1712,??????,183190
1713,??????,039570
1714,????,161000
1715,?????,009810
1716,????,003520
1717,?????,010600
1718,????,010050
1719,?????,103130
1720,??,005820
1721,?????,077500
1722,??,023810
1723,????,013360
1724,????,003120
1725,????,226320
1726,???????,002620
1727,?????,004910
1728,????,003780
1729,???????,010640
1730,???,035720
1731,????,281820
1732,???,030200
1733,????,003690
1734,??????,003070
1735,????7?,140890
1736,??????,086790
1737,????1?,099340
1738,????,071090
1739,??????,036460
1740,??????,023350
1741,????,104700
1742,?????,168490
1743,???????,003350
1744,??,002390
1745,?????,053690
1746,????,003680
1747,??????,011700
1748,???????,009420
1749,?????,009830
1750,??EP,089470
1751,??????,267270
1752,????,000850
1753,GS???,028150
1754,NHN???????,060250
1755,SDN,099220
1756,?????,078890
1757,???,192410
1758,????,024840
1759,??????,094480
1760,????,024910
1761,?????,121440
1762,??7???,267320
1763,???,019660
1764,??????,036190
1765,???,190510
1766,??????,168330
1767,????,212560
1768,???,092730
1769,??????,087730
1770,???,060260
1771,?????,900100
1772,????,120240
1773,????,054670
1774,??????,035290
1775,??????,194480
1776,??????,067990
1777,???4???,230490
1778,????,109860
1779,????,025900
1780,??????,066670
1781,????,079810
1782,?????,042510
1783,????,085370
1784,???,039980
1785,??,131100
1786,????,038290
1787,???,093520
1788,?????,067280
1789,????,041920
1790,????,086900
1791,????,065650
1792,??SCI,028040
1793,????????1?,265480
1794,?????5???,239340
1795,???????,213090
1796,????,064520
1797,??????,142760
1798,????,065940
1799,??????,038460
1800,??,267790
1801,???,121800
1802,????,141000
1803,?????,138580
1804,???,093190
1805,????,014970
1806,??????,024950
1807,????,081580
1808,???AI,108860
1809,????,053110
1810,?????,115570
1811,?????,039670
1812,????,020710
1813,????????,048870
1814,???,131090
1815,????,012790
1816,????,160980
1817,???,051170
1818,????,066790
1819,?????,115480
1820,??????,900120
1821,????,123860
1822,????,092040
1823,??????,227610
1824,????,060570
1825,????,040910
1826,????,038880
1827,??????,052460
1828,????????,148250
1829,????,238090
1830,???????,217480
1831,????,080000
1832,????,160600
1833,???,041510
1834,?????,050760
1835,????????,200710
1836,?????,176440
1837,???????,043220
1838,????,182400
1839,????,043580
1840,????,073540
1841,????????,208860
1842,?????,083310
1843,?????,019590
1844,???,122640
1845,??????,052420
1846,???,046970
1847,???????,073560
1848,??IPS,240810
1849,???,065950
1850,??,196700
1851,??,136540
1852,???,036200
1853,????,049520
1854,????2???,219960
1855,????,056090
1856,??????,258610
1857,???,054210
1858,???,065440
1859,??????,047560
1860,?????,223310
1861,???,134060
1862,????,024810
1863,????,119610
1864,???????,035080
1865,?????,150840
1866,????,049550
1867,????,174880
1868,???,208140
1869,???????,040420
1870,????,033100
1871,?????,019570
1872,?????,096690
1873,????,090470
1874,????,058420
1875,????,023440
1876,????,067000
1877,??,155960
1878,???????,114570
1879,?????,051160
1880,???,026260
1881,???,180400
1882,????,900310
1883,????11???,258790
1884,????9???,232270
1885,???,083550
1886,???,064820
1887,??,217600
1888,??????,047770
1889,??,080530
1890,??,078650
1891,???,036690
1892,???????,045970
1893,??,052330
1894,???,040350
1895,????,115180
1896,???????,900250
1897,?????,219130
1898,???,182690
1899,???,131970
1900,????,131290
1901,????,081150
1902,????,084730
1903,????,177830
1904,??????,106240
1905,???,119500
1906,?????,009520
1907,?????,035200
1908,?????,128660
1909,????10???,270520
1910,????7?SPAC,230240
1911,????9???,261200
1912,??,136480
1913,???,200470
1914,?????,023760
1915,????,021650
1916,?????,037230
1917,?????,047080
1918,??MDS,086960
1919,?????,054920
1920,???????2?,219860
1921,???????3?,264290
1922,????????,220630
1923,?????,204990
1924,????,092300
1925,?????????,204630
1926,??????,028080
1927,???,065510
1928,KC??,112190
1929,SGA????,224880
1930,?????,186230
1931,??????,217950
1932,?????,222160
1933,???????,266170
1934,????,067370
1935,?????,224810
1936,???,140660
1937,??,252370
1938,???,136660
1939,????,284610
1940,?????,277880
1941,????,191600
1942,?????,256090
1943,???????,242350
1944,AJ???,068400
1945,CJ????,000120
1946,DB???,000990
1947,F&F,007700
1948,KGP,109070
1949,KTB????,030210
1950,LG???,011070
1951,LG??,051910
1952,LIG???,079550
1953,LS,006260
1954,LS??,010120
1955,S&T???,003570
1956,SG??,001380
1957,SK?????,006120
1958,STX??,077970
1959,????,000500
1960,??????,000860
1961,???,017900
1962,????,014530
1963,?????,074610
1964,?????,008350
1965,????,000490
1966,?????,005750
1967,??????,042660
1968,????,069620
1969,????,084010
1970,??F&B,049770
1971,??,000150
1972,??,016740
1973,????????,007340
1974,????,012690
1975,???,005360
1976,??????,006800
1977,??????,003650
1978,????,002410
1979,????,032830
1980,???????,018260
1981,?????,000070
1982,????,004450
1983,????,003080
1984,?????,013000
1985,?????,017550
1986,????,029530
1987,????,055550
1988,??????,010780
1989,???,101140
1990,???,001780
1991,???,007630
1992,???????,003060
1993,?????,138250
1994,???,271560
1995,???????,118000
1996,????,006980
1997,???????,047400
1998,????,007110
1999,?????,081000
2000,??????,071320
2001,??,088790
2002,??????,009310
2003,????,012600
2004,???,006380
2005,?????,005420
2006,?????,192400
2007,????,011280
2008,????,078000
2009,????,002300
2010,????,161890
2011,??????,008930
2012,?????,069640
2013,????,213500
2014,?????,004150
2015,??????????,027390
2016,??????,003530
2017,?????,195870
2018,??????,267250
2019,????,011200
2020,????,004020
2021,??????,011760
2022,????,001450
2023,????,002460
2024,??????,013520
2025,????????,241590
2026,?????,032560
2027,??,093370
2028,CJ???,035760
2029,HB?????,078150
2030,JW??,067290
2031,KCC??,021320
2032,KH??,060720
2033,KMH,122450
2034,MP??,219550
2035,NHN??,104200
2036,PN??,024940
2037,S&K???,091340
2038,SBI??????,019550
2039,SBS?????,046140
2040,SKC???PI,178920
2041,iMBC,052220
2042,????,053950
2043,?????,900280
2044,?????,066620
2045,???????,204620
2046,???,151910
2047,????,091970
2048,????,073070
2049,????,069140
2050,????,085670
2051,???,119860
2052,??????4???,262830
2053,????,005710
2054,?????,096350
2055,????,023910
2056,????,013120
2057,??????,263720
2058,???????,033310
2059,??????,219420
2060,?????,072870
2061,???,140410
2062,???????,059210
2063,???,006920
2064,???,018700
2065,?????,006910
2066,????,148140
2067,?????,042370
2068,?????,032850
2069,???????,143240
2070,?????????,123260
2071,?????,018310
2072,????,054540
2073,????,082660
2074,????,037460
2075,??????,046390
2076,??,027580
2077,??T&D,006730
2078,?????,015750
2079,????,049180
2080,????,068270
2081,???,013810
2082,???,269620
2083,?????,025870
2084,??????,017000
2085,????,187270
2086,?????,036710
2087,?????,136510
2088,??????,060590
2089,????,143160
2090,????,052860
2091,???WB,032080
2092,????,001540
2093,??,053800
2094,????,061040
2095,?????,085810
2096,????,096630
2097,?????,003800
2098,????,138360
2099,??????,089530
2100,?????,230360
2101,?????,054940
2102,???,217820
2103,???,069410
2104,???,058630
2105,????,007530
2106,???,036000
2107,????,039200
2108,?????,049480
2109,????,082210
2110,????,012620
2111,???????,095270
2112,?????,114190
2113,???,018000
2114,????,069330
2115,????,023410
2116,???????,067920
2117,????,094190
2118,???,033600
2119,?????,016250
2120,????,108790
2121,?????,068330
2122,?????,065530
2123,?????,054950
2124,??????,036420
2125,?????,033340
2126,????,072020
2127,????,263860
2128,???,065060
2129,????,096240
2130,????,013720
2131,???,047820
2132,?????3???,221950
2133,???????,093320
2134,??????,042040
2135,?????,089010
2136,????,220260
2137,??????,101670
2138,??????,123410
2139,???,183300
2140,???,041960
2141,????,016600
2142,????,114120
2143,???????,045520
2144,????3?,218710
2145,??,023160
2146,??????,191420
2147,?????,123100
2148,??????,066700
2149,??,095610
2150,???,196450
2151,?????,045340
2152,?????,034230
2153,??????,043090
2154,????,043370
2155,????,056730
2156,????,189690
2157,???,141020
2158,?????,039230
2159,????,094940
2160,????,053160
2161,?????,237750
2162,?????,024850
2163,???,137400
2164,????,149980
2165,???????,126700
2166,????,004590
2167,??????,034950
2168,?????,222980
2169,???????,053590
2170,??IMS,092460
2171,??????,070590
2172,?????,045100
2173,????,061250
2174,???,115160
2175,????,200670
2176,??,037440
2177,??,238490
2178,????,232680
2179,????,092590
2180,???,225850
2181,???????,281310
2182,?????,216400
2183,??,206950
2184,???????,148780
2185,?????,110660
2186,???,253840
2187,???,232830
2188,????,270660
2189,???????,270210
2190,????????,158300
2191,????,242850
2192,???,232530
2193,????,240340
2194,???,066830
2195,????????,176560
2196,???????,144740
2197,??????,107640
